logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
av conselheiro aguiar;3033;sala 404 edf joao carvalho;800000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-07-28;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 405 edf joao carvalho;810000,00;Boa Viagem;Recife;PE;2026;2204;114,05;0,01011;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-07-28;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 406 edf joao carvalho;970000,00;Boa Viagem;Recife;PE;2026;2204;164,57;0,01441;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-07-31;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 502 edf joao carvalho;745000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-07-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 401 edf joao carvalho;741000,00;Boa Viagem;Recife;PE;2026;2204;116,33;0,01031;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-07-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 602 edf joao carvalho;711000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 305 edf joao carvalho;725000,00;Boa Viagem;Recife;PE;2026;2204;114,05;0,01011;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 302 edf joao carvalho;725000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 603 edf joao carvalho;711000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 301 edf joao carvalho;725000,00;Boa Viagem;Recife;PE;2026;2204;116,33;0,01031;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 303 edf joao carvalho;711000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 306 edf joao carvalho;925000,00;Boa Viagem;Recife;PE;2026;2204;164,57;0,01441;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3033;sala 304 edf joao carvalho;711000,00;Boa Viagem;Recife;PE;2026;2204;114,52;0,01015;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-05-27;Bom;Sala;0,00;1465;;;2026
av conselheiro aguiar;3005;apto 0601 edf santa monica;345271,81;Boa Viagem;Recife;PE;1970;855;113,7;0,04236;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-31;Bom;Apartamento;0,00;1465;-8.115921;-34.894147;2026
av conselheiro aguiar;3005;apto 0203 edf santa monica;333513,28;Boa Viagem;Recife;PE;1970;855;113,7;0,04236;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-27;Bom;Apartamento;0,00;1465;-8.115921;-34.894147;2026
av conselheiro aguiar;2983;apto 0026 edf tambau;190000,00;Boa Viagem;Recife;PE;1964;590;27,3;0,03216;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-09;Bom;Apartamento;0,00;1465;-8.115645;-34.894135;2026
rua engenheiro jose brandao cavalcante;759;;12000000,00;Imbiribeira;Recife;PE;1995;4215;2802,09;1;Médio;Galpão;COMERCIAL COM LIXO ORGANICO;2026-03-03;Bom;Galpão;0,00;35483;;;2026
rua poeta manuel bandeira;250;apto 1;90000,00;Imbiribeira;Recife;PE;1982;360;55;0,25;Simples;Apartamento <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-06-11;Regular;Apartamento;0,00;41386;-8.098498;-34.913992;2026
rua arquiteto luiz nunes;1664;apto 202 edf luanda;300000,00;Imbiribeira;Recife;PE;2006;447;99,24;0,16667;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-02-27;Bom;Apartamento;211200,00;40029;-8.099008;-34.912703;2026
rua arquiteto luiz nunes;1664;apto 301 edf luanda;227997,17;Imbiribeira;Recife;PE;2006;447;99,24;0,16667;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-05-15;Bom;Apartamento;168000,00;40029;-8.099008;-34.912703;2026
rua joao braga;229;apto 0104 edf mariana;54000,00;Imbiribeira;Recife;PE;1982;372;48,9;0,12305;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-06-02;Bom;Apartamento;0,00;33510;-8.098626;-34.912928;2026
av marechal mascarenhas de moraes;1967;;7944000,00;Imbiribeira;Recife;PE;2013;2793,05;1180,46;1;Superior;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-04-27;Bom;Loja;0,00;43451;-8.10027;-34.909907;2026
rua madrid;328;apto 0102 edf vila torino;166478,87;Imbiribeira;Recife;PE;1998;525;60,85;0,10732;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;0,00;40622;-8.104295;-34.912799;2026
rua madrid;328;apto 4 edf vila torino;150000,00;Imbiribeira;Recife;PE;1998;525;80,9;0,14268;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;0,00;40622;-8.104295;-34.912799;2026
rua madrid;444;;4739000,00;Imbiribeira;Recife;PE;1947;1598,92;1809,85;1;Médio;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-04-28;Bom;Loja;0,00;40622;-8.105545;-34.913207;2026
rua paris;553;apto 0103;170000,00;Imbiribeira;Recife;PE;1980;525;87,83;0,1679;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-01-07;Bom;Apartamento;0,00;49310;-8.104888;-34.913249;2026
rua antonio eduardo amorim;141;apto 507 bloco b;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-15;Bom;Apartamento;140189,43;5681;;;2026
rua antonio eduardo amorim;141;apto 412 bloco b;243444,13;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-10;Bom;Apartamento;171833,87;5681;;;2026
rua antonio eduardo amorim;141;apto 411 bloco b;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-23;Bom;Apartamento;140189,43;5681;;;2026
rua antonio eduardo amorim;141;apto 410 bloco b;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;110421,84;5681;;;2026
rua antonio eduardo amorim;141;apto 408 bloco b;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-30;Bom;Apartamento;150358,98;5681;;;2026
rua antonio eduardo amorim;141;apto 404 bloco b;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;136628,46;5681;;;2026
rua antonio eduardo amorim;141;apto 311 bloco b;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-03;Bom;Apartamento;186262,08;5681;;;2026
rua antonio eduardo amorim;141;apto 111 bloco b;248908,01;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-03;Bom;Apartamento;190427,89;5681;;;2026
rua antonio eduardo amorim;141;apto 1604 bloco a;250057,61;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;121080,16;5681;;;2026
rua antonio eduardo amorim;141;apto 1507 bloco a;249679,47;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-31;Bom;Apartamento;172695,14;5681;;;2026
rua antonio eduardo amorim;141;apto 1506 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;137558,38;5681;;;2026
rua antonio eduardo amorim;141;apto 1504 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-30;Bom;Apartamento;138767,66;5681;;;2026
rua antonio eduardo amorim;141;apto 1407 bloco a;248799,33;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-06;Bom;Apartamento;133599,71;5681;;;2026
rua antonio eduardo amorim;141;apto 1308 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-10;Bom;Apartamento;143552,38;5681;;;2026
rua antonio eduardo amorim;141;apto 1307 bloco a;247922,29;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;189387,68;5681;;;2026
rua antonio eduardo amorim;141;apto 1305 bloco a;246278,77;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;152114,05;5681;;;2026
rua antonio eduardo amorim;141;apto 1208 bloco a;251050,02;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-31;Bom;Apartamento;171289,09;5681;;;2026
rua antonio eduardo amorim;141;apto 1208 bloco a;251050,02;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-31;Bom;Apartamento;171289,09;5681;;;2026
rua antonio eduardo amorim;141;apto 1207 bloco a;251050,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;156352,78;5681;;;2026
rua antonio eduardo amorim;141;apto 1111 bloco a;284075,64;Imbiribeira;Recife;PE;2025;8199,27;62,17;0,00126;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;183727,86;5681;;;2026
rua antonio eduardo amorim;141;apto 906 bloco a;244022,59;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;140189,43;5681;;;2026
rua antonio eduardo amorim;141;apto 101 bloco c;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-16;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 408 bloco c;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-17;Bom;Apartamento;179150,44;5681;;;2026
rua antonio eduardo amorim;141;apto 312 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-17;Bom;Apartamento;155047,92;5681;;;2026
rua antonio eduardo amorim;141;apto 408 bloco a;250412,18;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;186642,26;5681;;;2026
rua antonio eduardo amorim;141;apto 308 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;147023,53;5681;;;2026
rua antonio eduardo amorim;141;apto 307 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-28;Bom;Apartamento;119560,25;5681;;;2026
rua antonio eduardo amorim;141;apto 305 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-29;Bom;Apartamento;129838,62;5681;;;2026
rua antonio eduardo amorim;141;apto 304 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-29;Bom;Apartamento;124754,02;5681;;;2026
rua antonio eduardo amorim;141;apto 208 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;147432,08;5681;;;2026
rua antonio eduardo amorim;141;apto 207 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-10;Bom;Apartamento;158344,33;5681;;;2026
rua antonio eduardo amorim;141;apto 204 bloco a;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-28;Bom;Apartamento;128805,35;5681;;;2026
rua antonio eduardo amorim;141;apto 805 bloco c;245891,60;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-14;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 106 bloco c;243315,80;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-14;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 1610 bloco d;250057,61;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-17;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 1509 bloco b;249176,14;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-20;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 1108 bloco c;244545,53;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-20;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 1501 bloco d;249248,06;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-20;Bom;Apartamento;158242,68;5681;;;2026
rua antonio eduardo amorim;141;apto 903 bloco d;243952,17;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-13;Bom;Apartamento;149070,04;5681;;;2026
rua antonio eduardo amorim;141;apto 707 bloco c;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-22;Bom;Apartamento;193599,96;5681;;;2026
rua antonio eduardo amorim;141;apto 310 bloco c;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-27;Bom;Apartamento;193281,57;5681;;;2026
rua antonio eduardo amorim;141;apto 1003 bloco c;244815,16;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-27;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 602 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-27;Bom;Apartamento;187805,97;5681;;;2026
rua antonio eduardo amorim;141;apto 1309 bloco d;287207,22;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-27;Bom;Apartamento;213216,48;5681;;;2026
rua antonio eduardo amorim;141;apto 3 bloco c;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;179092,94;5681;;;2026
rua antonio eduardo amorim;141;apto 910 bloco a;283178,86;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-12;Bom;Apartamento;214276,71;5681;;;2026
rua antonio eduardo amorim;141;apto 1310 bloco b;287207,22;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-12;Bom;Apartamento;214400,00;5681;;;2026
rua antonio eduardo amorim;141;apto 609 bloco c;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;119778,74;5681;;;2026
rua antonio eduardo amorim;141;apto 803 bloco c;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;159657,04;5681;;;2026
rua antonio eduardo amorim;141;apto 810 bloco c;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;159554,40;5681;;;2026
rua antonio eduardo amorim;141;apto 812 bloco c;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;147538,51;5681;;;2026
rua antonio eduardo amorim;141;apto 701 bloco c;242305,22;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;181155,88;5681;;;2026
rua antonio eduardo amorim;141;apto 1511 bloco c;288116,75;Imbiribeira;Recife;PE;2025;8199,27;62,17;0,00126;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;207609,82;5681;;;2026
rua antonio eduardo amorim;141;apto 1511 bloco c;288116,75;Imbiribeira;Recife;PE;2025;8199,27;62,17;0,00126;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-30;Bom;Apartamento;207609,82;5681;;;2026
rua antonio eduardo amorim;141;apto 1210 bloco c;268000,00;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-05;Bom;Apartamento;214400,00;5681;;;2026
rua antonio eduardo amorim;141;apto 603 bloco d;243278,01;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;173284,32;5681;;;2026
rua antonio eduardo amorim;141;apto 603 bloco d;243278,01;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-30;Bom;Apartamento;173284,32;5681;;;2026
rua antonio eduardo amorim;141;apto 1407 bloco d;288698,80;Imbiribeira;Recife;PE;2025;8199,27;62,64;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-11;Bom;Apartamento;138744,35;5681;;;2026
rua antonio eduardo amorim;141;apto 1407 bloco d;288698,80;Imbiribeira;Recife;PE;2025;8199,27;62,64;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-30;Bom;Apartamento;138744,35;5681;;;2026
rua antonio eduardo amorim;141;apto 1407 bloco d;288698,80;Imbiribeira;Recife;PE;2025;8199,27;62,64;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;138744,35;5681;;;2026
rua antonio eduardo amorim;141;apto 408 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-16;Bom;Apartamento;120814,35;5681;;;2026
rua antonio eduardo amorim;141;apto 1612 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-29;Bom;Apartamento;171019,46;5681;;;2026
rua antonio eduardo amorim;141;apto 1611 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-15;Bom;Apartamento;169059,01;5681;;;2026
rua antonio eduardo amorim;141;apto 502 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;175038,02;5681;;;2026
rua antonio eduardo amorim;141;apto 609 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-13;Bom;Apartamento;193599,90;5681;;;2026
rua antonio eduardo amorim;141;apto 610 bloco d;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;172884,89;5681;;;2026
rua antonio eduardo amorim;141;apto 1604 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-19;Bom;Apartamento;137658,70;5681;;;2026
rua antonio eduardo amorim;141;apto 710 bloco d;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;163561,87;5681;;;2026
rua antonio eduardo amorim;141;apto 804 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 1404 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-30;Bom;Apartamento;136024,91;5681;;;2026
rua antonio eduardo amorim;141;apto 1507 bloco d;289720,09;Imbiribeira;Recife;PE;2025;8199,27;62,64;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-23;Bom;Apartamento;179704,45;5681;;;2026
rua antonio eduardo amorim;141;apto 808 bloco d;231000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;165607,79;5681;;;2026
rua antonio eduardo amorim;141;apto 907 bloco d;235000,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;172339,86;5681;;;2026
rua antonio eduardo amorim;141;apto 1506 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-01;Bom;Apartamento;147538,51;5681;;;2026
rua antonio eduardo amorim;141;apto 909 bloco d;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;177128,28;5681;;;2026
rua antonio eduardo amorim;141;apto 1503 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-29;Bom;Apartamento;154651,53;5681;;;2026
rua antonio eduardo amorim;141;apto 1007 bloco d;235000,00;Imbiribeira;Recife;PE;2025;8199,27;51,19;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;160139,68;5681;;;2026
rua antonio eduardo amorim;141;apto 1106 bloco d;231000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;153557,38;5681;;;2026
rua antonio eduardo amorim;141;apto 1108 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;50,73;0,00122;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-05;Bom;Apartamento;193600,00;5681;;;2026
rua antonio eduardo amorim;141;apto 1412 bloco d;242000,00;Imbiribeira;Recife;PE;2025;8199,27;51,07;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-03;Bom;Apartamento;140189,43;5681;;;2026
rua antonio eduardo amorim;141;apto 1410 bloco d;242084,68;Imbiribeira;Recife;PE;2025;8199,27;51,05;0,00123;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-12;Bom;Apartamento;148671,96;5681;;;2026
rua antonio eduardo amorim;141;apto 1409 bloco d;288223,23;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-14;Bom;Apartamento;203936,30;5681;;;2026
rua antonio eduardo amorim;141;apto 1408 bloco d;268971,75;Imbiribeira;Recife;PE;2025;8199,27;62,17;0,00126;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;154947,41;5681;;;2026
rua antonio eduardo amorim;141;apto 1509 bloco d;268000,00;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-05;Bom;Apartamento;203971,27;5681;;;2026
rua antonio eduardo amorim;141;apto 1607 bloco d;268000,00;Imbiribeira;Recife;PE;2025;8199,27;62,64;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-05;Bom;Apartamento;211454,96;5681;;;2026
rua antonio eduardo amorim;141;apto 1609 bloco d;268000,00;Imbiribeira;Recife;PE;2025;8199,27;62,5;0,00127;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-09;Bom;Apartamento;241200,00;5681;;;2026
