"logradouro";"numero";"complemento";"valor_avaliacao";"bairro";"cidade";"uf";"ano_construcao";"area_terreno";"area_construida";"fracao_ideal";"padrao_acabamento";"tipo_construcao";"tipo_ocupacao";"data_transacao";"estado_conservacao";"tipo_imovel";"sfh";"cod_logradouro";"latitude";"longitude";"ano";"Distrito"
"rua caio pereira";"334";"apto 1801 edf essenza rosarinho";"860000.00";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-04-17";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 1802 edf essenza rosarinho";"816000.00";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-21";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 1802 edf essenza rosarinho";"860000.00";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-06-09";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 2302 edf essenza rosarinho";"826882.15";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-12";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 101 edf essenza rosarinho";"756022.93";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-02";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 701 edf essenza rosarinho";"778708.62";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-02";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 1101 edf essenza rosarinho";"810000.00";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-11-28";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 1702 edf essenza rosarinho";"816504.76";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-02";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"334";"apto 2402 edf essenza rosarinho";"830949.49";"Encruzilhada";"Recife";"PE";"2011";"1737,63";"183,6";"0,01923";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-10-30";"Bom";"Apartamento";"0.00";"13269";"-8.035095";"-34.896937";"2017";"1"
"rua caio pereira";"390";"apto 501 edf acantis";"650000.00";"Encruzilhada";"Recife";"PE";"2005";"1147,48";"179,0";"0,02814";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-10-02";"Bom";"Apartamento";"0.00";"13269";"-8.03539";"-34.896343";"2017";"1"
"rua caio pereira";"390";"apto 601 edf acantis";"700000.00";"Encruzilhada";"Recife";"PE";"2005";"1147,48";"179,0";"0,02814";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-04-11";"Bom";"Apartamento";"0.00";"13269";"-8.03539";"-34.896343";"2017";"1"
"rua caio pereira";"390";"apto 1201 edf acantis";"800000.00";"Encruzilhada";"Recife";"PE";"2005";"1147,48";"179,0";"0,02814";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-11-24";"Bom";"Apartamento";"434000.00";"13269";"-8.03539";"-34.896343";"2017";"1"
"rua caio pereira";"390";"apto 801 edf acantis";"700000.00";"Encruzilhada";"Recife";"PE";"2005";"1147,48";"179,0";"0,02814";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-02-17";"Bom";"Apartamento";"0.00";"13269";"-8.03539";"-34.896343";"2017";"1"
"rua caio pereira";"390";"apto 1302 edf acantis";"690000.00";"Encruzilhada";"Recife";"PE";"2005";"1147,48";"174,33";"0,02741";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-05-09";"Bom";"Apartamento";"0.00";"13269";"-8.03539";"-34.896343";"2017";"1"
"rua doutor jose maria";"600";"apto 1404 edf maria rosa";"523861.79";"Encruzilhada";"Recife";"PE";"2010";"2431,0";"139,58";"0,00912";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-13";"Bom";"Apartamento";"0.00";"36196";"-8.035672";"-34.896615";"2017";"1"
"rua doutor jose maria";"600";"apto 1903 edf maria rosa";"440000.00";"Encruzilhada";"Recife";"PE";"2010";"2431,0";"111,89";"0,00754";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-05-19";"Bom";"Apartamento";"0.00";"36196";"-8.035672";"-34.896615";"2017";"1"
"rua doutor jose maria";"600";"apto 2702 edf maria rosa";"455541.99";"Encruzilhada";"Recife";"PE";"2010";"2431,0";"111,89";"0,00754";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-14";"Bom";"Apartamento";"0.00";"36196";"-8.035672";"-34.896615";"2017";"1"
"rua doutor jose maria";"658";"apto 602 edf casa rosada";"879904.00";"Encruzilhada";"Recife";"PE";"2010";"3090,5";"244,73";"0,01401";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-20";"Bom";"Apartamento";"0.00";"36196";"-8.035419";"-34.897024";"2017";"1"
"rua doutor jose maria";"658";"apto 801 edf casa rosada";"888581.00";"Encruzilhada";"Recife";"PE";"2010";"3090,5";"244,73";"0,01401";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-20";"Bom";"Apartamento";"0.00";"36196";"-8.035419";"-34.897024";"2017";"1"
"rua doutor jose maria";"658";"apto 1802 edf casa rosada";"1073260.79";"Encruzilhada";"Recife";"PE";"2010";"3090,5";"244,73";"0,01401";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-06";"Bom";"Apartamento";"0.00";"36196";"-8.035419";"-34.897024";"2017";"1"
"rua doutor jose maria";"658";"apto 1802 edf casa rosada";"1073260.79";"Encruzilhada";"Recife";"PE";"2010";"3090,5";"244,73";"0,01401";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-18";"Bom";"Apartamento";"0.00";"36196";"-8.035419";"-34.897024";"2017";"1"
"rua doutor jose maria";"658";"apto 2802 edf casa rosada";"1250000.00";"Encruzilhada";"Recife";"PE";"2010";"3090,5";"244,73";"0,01401";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-20";"Bom";"Apartamento";"0.00";"36196";"-8.035419";"-34.897024";"2017";"1"
"rua doutor jose maria";"512";"apto 102 privilege rosarinho";"560000.00";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"122,37";"0,01403";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-01";"Bom";"Apartamento";"280000.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 701 privilege rosarinho";"430020.29";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"100,79";"0,01156";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-05-08";"Bom";"Apartamento";"200000.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1102 privilege rosarinho";"474231.42";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"122,37";"0,01403";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-17";"Bom";"Apartamento";"0.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1401 privilege rosarinho";"437000.00";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"100,79";"0,01156";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-31";"Bom";"Apartamento";"0.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1404 privilege rosarinho";"532059.04";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"122,37";"0,01403";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-10-30";"Bom";"Apartamento";"0.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1404 privilege rosarinho";"532059.04";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"122,37";"0,01403";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-10-30";"Bom";"Apartamento";"0.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1501 privilege rosarinho";"405994.97";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"100,79";"0,01156";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-06";"Bom";"Apartamento";"0.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 304 privilege rosarinho";"499000.00";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"122,37";"0,01403";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-05-04";"Bom";"Apartamento";"382500.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 802 privilege rosarinho";"593110.67";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"122,37";"0,01403";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-02-06";"Bom";"Apartamento";"405000.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1301 privilege rosarinho";"440000.00";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"100,79";"0,01156";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-08-16";"Bom";"Apartamento";"101000.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua doutor jose maria";"512";"apto 1505 privilege rosarinho";"410000.00";"Encruzilhada";"Recife";"PE";"2016";"1619,23";"100,79";"0,01156";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-06-21";"Bom";"Apartamento";"259000.00";"36196";"-8.035969";"-34.895826";"2017";"1"
"rua belmiro correa";"54";"";"320000.00";"Encruzilhada";"Recife";"PE";"1950";"244,4";"146,59";"1,0";"Médio";"Casa";"COMERCIAL COM LIXO ORGANICO";"2017-03-23";"Bom";"Casa";"0.00";"10715";"-8.03576";"-34.895813";"2017";"1"
"rua andre reboucas";"106";"apto 503 edf bellagio residence";"200000.00";"Rosarinho";"Recife";"PE";"2015";"610,36";"59,74";"0,02165";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-17";"Bom";"Apartamento";"136662.50";"4928";"-8.032817";"-34.897594";"2017";"1"
"rua andre reboucas";"106";"apto 701 edf bellagio residence";"230000.00";"Rosarinho";"Recife";"PE";"2015";"610,36";"59,92";"0,02171";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-06";"Bom";"Apartamento";"0.00";"4928";"-8.032817";"-34.897594";"2017";"1"
"rua andre reboucas";"106";"apto 504 edf bellagio residence";"230000.00";"Rosarinho";"Recife";"PE";"2015";"610,36";"58,85";"0,02132";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-11-17";"Bom";"Apartamento";"0.00";"4928";"-8.032817";"-34.897594";"2017";"1"
"rua andre reboucas";"106";"apto 504 edf bellagio residence";"230000.00";"Rosarinho";"Recife";"PE";"2015";"610,36";"58,85";"0,02132";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-05-25";"Bom";"Apartamento";"150800.00";"4928";"-8.032817";"-34.897594";"2017";"1"
"rua andre reboucas";"106";"apto 302 edf bellagio residence";"221260.14";"Rosarinho";"Recife";"PE";"2015";"610,36";"59,74";"0,02165";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-21";"Bom";"Apartamento";"160000.00";"4928";"-8.032817";"-34.897594";"2017";"1"
"av santos dumont";"881";"apto 0101 edf ilha de cedros";"328824.74";"Rosarinho";"Recife";"PE";"1984";"1231,05";"97,88";"0,02755";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-31";"Bom";"Apartamento";"0.00";"53996";"-8.033767";"-34.896839";"2017";"1"
"av santos dumont";"881";"apto 0304 edf ilha de cedros";"318808.84";"Rosarinho";"Recife";"PE";"1984";"1231,05";"99,45";"0,02799";"Médio";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-03-14";"Bom";"Apartamento";"0.00";"53996";"-8.033767";"-34.896839";"2017";"1"
"rua engenheiro sampaio";"68";"apto 1303 splendid rosarinho";"232494.00";"Rosarinho";"Recife";"PE";"2014";"2202,75";"59,93";"0,00727";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-01-20";"Bom";"Apartamento";"125000.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 1603 splendid rosarinho";"252000.00";"Rosarinho";"Recife";"PE";"2014";"2202,75";"59,93";"0,00727";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-28";"Bom";"Apartamento";"0.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 105 splendid rosarinho";"411982.74";"Rosarinho";"Recife";"PE";"2014";"2202,75";"99,82";"0,01211";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-22";"Bom";"Apartamento";"146506.41";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 406 splendid rosarinho";"214043.99";"Rosarinho";"Recife";"PE";"2014";"2202,75";"57,12";"0,00693";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-03";"Bom";"Apartamento";"0.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 406 splendid rosarinho";"214043.99";"Rosarinho";"Recife";"PE";"2014";"2202,75";"57,12";"0,00693";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-03";"Bom";"Apartamento";"0.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 502 splendid rosarinho";"413497.69";"Rosarinho";"Recife";"PE";"2014";"2202,75";"99,82";"0,01211";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-27";"Bom";"Apartamento";"0.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 1401 splendid rosarinho";"220000.00";"Rosarinho";"Recife";"PE";"2014";"2202,75";"57,12";"0,00693";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-12-20";"Bom";"Apartamento";"0.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"68";"apto 1605 splendid rosarinho";"425266.86";"Rosarinho";"Recife";"PE";"2014";"2202,75";"99,82";"0,01211";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-02-08";"Bom";"Apartamento";"0.00";"53627";"-8.033695";"-34.897214";"2017";"1"
"rua engenheiro sampaio";"110";"apto 1002 edf villa aguinaldo jurema";"470596.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-09-06";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 302 edf villa aguinaldo jurema";"518960.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-06-09";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 502 edf villa aguinaldo jurema";"330000.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-14";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 601 edf villa aguinaldo jurema";"204120.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-11";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 602 edf villa aguinaldo jurema";"293296.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-06-21";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 801 edf villa aguinaldo jurema";"204120.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-11";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 401 edf villa aguinaldo jurema";"204120.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-19";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 902 edf villa aguinaldo jurema";"204120.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-03";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 1302 edf villa aguinaldo jurema";"204120.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-11";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 1302 edf villa aguinaldo jurema";"660000.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-10-25";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 1101 edf villa aguinaldo jurema";"680000.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-19";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 1201 edf villa aguinaldo jurema";"570000.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-07-19";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
"rua eng sampaio";"110";"apto 1301 edf villa aguinaldo jurema";"204120.00";"Rosarinho";"Recife";"PE";"2016";"1084,52";"180,0";"0,025";"Superior";"Apartamento > 4 Pavimentos";"RESIDENCIAL";"2017-10-18";"Bom";"Apartamento";"0.00";"53627";"";"";"2017";"1"
