bairro_padronizado;endereco_edificio;logradouro_canonico;total_transacoes;total_revendas;m2_privativo_medio;valor_medio_corrigido;area_privativa_media;latitude;longitude
Casa Amarela;Rua Arnoldo Magalhaes, 259 - Casa Amarela;Rua Arnoldo Magalhaes;2;0;5034.09;322081.3;63.98;-8.025278;-34.909368
Casa Amarela;Rua Arnoldo Magalhaes, 400 - Casa Amarela;Rua Arnoldo Magalhaes;2;0;3729.73;415649.66;108.18;-8.025342;-34.90898
Casa Amarela;Rua Conselheiro Nabuco, 142 - Casa Amarela;Rua Conselheiro Nabuco;2;2;7059.83;1142140.03;161.78;-8.029948;-34.915051
Casa Amarela;Rua Conselheiro Nabuco, 306 - Casa Amarela;Rua Conselheiro Nabuco;2;2;3973.06;1061084.32;267.07;-8.029256;-34.916434
Casa Amarela;Rua Conselheiro Nabuco, 363 - Casa Amarela;Rua Conselheiro Nabuco;2;0;4948.65;421093.22;84.84;-8.029504;-34.917112
Casa Amarela;Rua Da Harmonia, 135 - Casa Amarela;Rua Da Harmonia;2;2;6470.67;660655.3;102.1;-8.024876;-34.912618
Casa Amarela;Rua Da Harmonia, 173 - Casa Amarela;Rua Da Harmonia;2;2;3812.04;619572.04;162.53;-8.025304;-34.91291
Casa Amarela;Rua Da Harmonia, 191 - Casa Amarela;Rua Da Harmonia;2;2;2933.06;304920.64;103.96;-8.025476;-34.91299
Casa Amarela;Rua Da Harmonia, 519 - Casa Amarela;Rua Da Harmonia;2;2;3856.94;569361.4;147.62;-8.028356;-34.913893
Casa Amarela;Rua Da Harmonia, 529 - Casa Amarela;Rua Da Harmonia;2;2;5611.49;806595.32;143.74;-8.028442;-34.913919
Casa Amarela;Rua Da Harmonia, 878 - Casa Amarela;Rua Da Harmonia;2;2;2916.39;907143.36;311.05;-8.031333;-34.915341
Casa Amarela;Rua Das Neves, 419 - Casa Amarela;Rua Das Neves;2;2;2671.46;133573.3;50.0;-8.023092;-34.921947
Casa Amarela;Rua Desembargador Abelardo Lima, 34 - Casa Amarela;Rua Desembargador Abelardo Lima;2;2;1554.52;323292.71;207.97;-8.022204;-34.917552
Casa Amarela;Rua Desembargador Motta Junior, 8 - Casa Amarela;Rua Desembargador Motta Junior;2;2;4820.34;992122.69;205.82;-8.026147;-34.910414
Casa Amarela;Rua Doutor Carlos Mavignier, 101 - Casa Amarela;Rua Doutor Carlos Mavignier;2;2;38281.52;2143764.74;56.0;-8.025998;-34.915212
Casa Amarela;Rua Engenheiro Domber, 79 - Casa Amarela;Rua Engenheiro Domber;2;2;3176.62;915628.31;288.24;-8.026076;-34.912405
Casa Amarela;Rua Evaristo Da Veiga, 177 - Casa Amarela;Rua Evaristo Da Veiga;2;2;3944.92;829775.32;210.34;-8.028867;-34.914872
Casa Amarela;Rua Olimpio Tavares, 110 - Casa Amarela;Rua Olimpio Tavares;2;2;1891.8;886874.61;468.8;-8.028622;-34.913572
Casa Amarela;Rua Olimpio Tavares, 113 - Casa Amarela;Rua Olimpio Tavares;2;2;5229.43;1862670.22;356.19;-8.028856;-34.913025
Casa Amarela;Rua Olimpio Tavares, 37 - Casa Amarela;Rua Olimpio Tavares;2;2;2846.97;1062204.74;373.1;-8.02817;-34.912975
Casa Amarela;Rua Paula Batista, 703 - Casa Amarela;Rua Paula Batista;2;2;9333.9;4223964.48;452.54;-8.026907;-34.916078
Casa Amarela;Rua Rodrigues Sete, 55 - Casa Amarela;Rua Rodrigues Sete;2;2;5316.17;1267533.75;238.43;-8.028852;-34.908166
Casa Amarela;Rua Senador Soares Meireles, 194 - Casa Amarela;Rua Senador Soares Meireles;2;2;3036.36;956697.46;315.08;-8.024506;-34.919949
Casa Amarela;Rua Senador Soares Meireles, 47 - Casa Amarela;Rua Senador Soares Meireles;2;2;2606.56;583765.32;223.96;-8.024166;-34.918588
Casa Amarela;Estrada Do Arraial, 2791 - Casa Amarela;Estrada Do Arraial;1;0;4447.39;1376377.86;309.48;-8.029985;-34.907712
Casa Amarela;Estrada Do Arraial, 2812 - Casa Amarela;Estrada Do Arraial;1;0;5322.98;1743168.43;327.48;-8.0295;-34.907625
Casa Amarela;Estrada Do Arraial, 3294 - Casa Amarela;Estrada Do Arraial;1;0;2861.55;1288983.71;450.45;-8.027814;-34.911817
Casa Amarela;Estrada Do Encanamento, 1166 - Casa Amarela;Estrada Do Encanamento;1;0;8066.48;607567.33;75.32;-8.029655;-34.920397
Casa Amarela;Rua Alexandrino, 106 - Casa Amarela;Rua Alexandrino;1;0;2210.89;341781.75;154.59;-8.025705;-34.92181
Casa Amarela;Rua Alexandrino, 107 - Casa Amarela;Rua Alexandrino;1;0;3228.67;364032.5;112.75;-8.025657;-34.92224
Casa Amarela;Rua Alexandrino, 151 - Casa Amarela;Rua Alexandrino;1;0;2748.06;142899.11;52.0;-8.025188;-34.922226
Casa Amarela;Rua Alexandrino, 217 - Casa Amarela;Rua Alexandrino;1;0;1425.97;161904.99;113.54;-8.024662;-34.922283
Casa Amarela;Rua Alexandrino, 45 - Casa Amarela;Rua Alexandrino;1;0;3104.78;195135.48;62.85;-8.025303;-34.92214
Casa Amarela;Rua Bela Vista, 194 - Casa Amarela;Rua Bela Vista;1;0;3181.38;687240.76;216.02;-8.025832;-34.911859
Casa Amarela;Rua Bonito De Santa Fe, 175 - Casa Amarela;Rua Bonito De Santa Fe;1;0;1715.1;686179.19;400.08;-8.022144;-34.923949
Casa Amarela;Rua Conselheiro Nabuco, 123 - Casa Amarela;Rua Conselheiro Nabuco;1;0;8391.04;935684.9;111.51;-8.030389;-34.915095
Casa Amarela;Rua Conselheiro Nabuco, 143 - Casa Amarela;Rua Conselheiro Nabuco;1;0;3544.78;785700.3;221.65;-8.030395;-34.915291
Casa Amarela;Rua Conselheiro Nabuco, 18 - Casa Amarela;Rua Conselheiro Nabuco;1;0;6998.33;3195855.42;456.66;-8.030308;-34.914141
Casa Amarela;Rua Conselheiro Nabuco, 21 - Casa Amarela;Rua Conselheiro Nabuco;1;0;5061.1;1275398.41;252.0;-8.030621;-34.914282
Casa Amarela;Rua Conselheiro Nabuco, 243 - Casa Amarela;Rua Conselheiro Nabuco;1;0;12188.33;2624147.29;215.3;-8.030126;-34.916138
Casa Amarela;Rua Conselheiro Nabuco, 303 - Casa Amarela;Rua Conselheiro Nabuco;1;0;5799.44;2611953.45;450.38;-8.029967;-34.916676
Casa Amarela;Rua Conselheiro Nabuco, 383 - Casa Amarela;Rua Conselheiro Nabuco;1;1;22009.09;2610277.73;118.6;-8.029402;-34.917274
Casa Amarela;Rua Conselheiro Nabuco, 639 - Casa Amarela;Rua Conselheiro Nabuco;1;0;3335.39;181445.32;54.4;-8.027856;-34.918978
Casa Amarela;Rua Conselheiro Peretti, 115 - Casa Amarela;Rua Conselheiro Peretti;1;0;4277.22;711088.25;166.25;-8.024128;-34.916979
Casa Amarela;Rua Conselheiro Peretti, 144 - Casa Amarela;Rua Conselheiro Peretti;1;0;3098.53;811999.51;262.06;-8.02454;-34.916815
Casa Amarela;Rua Conselheiro Peretti, 157 - Casa Amarela;Rua Conselheiro Peretti;1;0;2216.16;550715.69;248.5;-8.024254;-34.916518
Casa Amarela;Rua Cumari, 120 - Casa Amarela;Rua Cumari;1;0;4021.61;180972.67;45.0;-8.028136;-34.914082
Casa Amarela;Rua Da Carolina, 125 - Casa Amarela;Rua Da Carolina;1;0;1507.0;283406.88;188.06;-8.024003;-34.923043
Casa Amarela;Rua Da Harmonia, 192 - Casa Amarela;Rua Da Harmonia;1;0;3324.29;1211705.24;364.5;-8.026947;-34.913407
Casa Amarela;Rua Da Harmonia, 260 - Casa Amarela;Rua Da Harmonia;1;0;6034.81;403245.79;66.82;-8.025949;-34.913447
Casa Amarela;Rua Da Harmonia, 264 - Casa Amarela;Rua Da Harmonia;1;0;6902.53;403245.79;58.42;-8.026001;-34.913458
Casa Amarela;Rua Da Harmonia, 272 - Casa Amarela;Rua Da Harmonia;1;0;6902.53;403245.79;58.42;-8.026076;-34.913482
Casa Amarela;Rua Da Harmonia, 276 - Casa Amarela;Rua Da Harmonia;1;0;2514.27;705680.13;280.67;-8.025999;-34.913546
Casa Amarela;Rua Da Harmonia, 351 - Casa Amarela;Rua Da Harmonia;1;0;1555.24;393912.13;253.28;-8.026861;-34.913469
Casa Amarela;Rua Da Harmonia, 45 - Casa Amarela;Rua Da Harmonia;1;0;3760.5;579229.29;154.03;-8.024215;-34.912489
Casa Amarela;Rua Da Harmonia, 542 - Casa Amarela;Rua Da Harmonia;1;0;2091.0;442621.9;211.68;-8.02842;-34.914383
Casa Amarela;Rua Da Harmonia, 547 - Casa Amarela;Rua Da Harmonia;1;0;4580.95;399459.1;87.2;-8.02854;-34.913947
Casa Amarela;Rua Da Harmonia, 61 - Casa Amarela;Rua Da Harmonia;1;0;3015.68;337756.14;112.0;-8.024364;-34.912549
Casa Amarela;Rua Da Harmonia, 643 - Casa Amarela;Rua Da Harmonia;1;0;4371.83;858365.11;196.34;-8.029436;-34.914292
Casa Amarela;Rua Da Harmonia, 655 - Casa Amarela;Rua Da Harmonia;1;0;5724.65;898597.85;156.97;-8.029521;-34.914313
Casa Amarela;Rua Da Harmonia, 685 - Casa Amarela;Rua Da Harmonia;1;1;2576.26;491550.83;190.8;-8.029745;-34.91449
Casa Amarela;Rua Da Harmonia, 695 - Casa Amarela;Rua Da Harmonia;1;0;2615.73;530000.0;202.62;-8.026947;-34.913407
Casa Amarela;Rua Da Harmonia, 701 - Casa Amarela;Rua Da Harmonia;1;0;4542.65;1038539.66;228.62;-8.029901;-34.914502
Casa Amarela;Rua Das Neves, 227 - Casa Amarela;Rua Das Neves;1;0;1627.51;225295.83;138.43;-8.024303;-34.921094
Casa Amarela;Rua Das Neves, 256 - Casa Amarela;Rua Das Neves;1;0;1407.67;99479.94;70.67;-8.024211;-34.920898
Casa Amarela;Rua Das Neves, 397 - Casa Amarela;Rua Das Neves;1;0;1542.0;53970.08;35.0;-8.023177;-34.92176
Casa Amarela;Rua Desembargador Angelo Jordao, 48 - Casa Amarela;Rua Desembargador Angelo Jordao;1;0;4129.55;634382.01;153.62;-8.028136;-34.914082
Casa Amarela;Rua Desembargador Gois Cavalcante, 12 - Casa Amarela;Rua Desembargador Gois Cavalcante;1;0;3348.61;5375023.76;1605.15;-8.030079;-34.907466
Casa Amarela;Rua Desembargador Motta Junior, 20 - Casa Amarela;Rua Desembargador Motta Junior;1;0;4068.53;942516.55;231.66;-8.026147;-34.910414
Casa Amarela;Rua Desembargador Motta Junior, 30 - Casa Amarela;Rua Desembargador Motta Junior;1;0;5451.55;912752.87;167.43;-8.026147;-34.910414
Casa Amarela;Rua Doutor Carlos Mavignier, 104 - Casa Amarela;Rua Doutor Carlos Mavignier;1;0;2605.14;1200840.0;460.95;-8.02619;-34.914643
Casa Amarela;Rua Doutor Tome Dias, 149 - Casa Amarela;Rua Doutor Tome Dias;1;0;5994.41;388437.96;64.8;-8.024024;-34.919651
Casa Amarela;Rua Doutor Tome Dias, 47 - Casa Amarela;Rua Doutor Tome Dias;1;0;5224.6;470893.29;90.13;-8.023589;-34.918891
Casa Amarela;Rua Doutor Tome Dias, 75 - Casa Amarela;Rua Doutor Tome Dias;1;0;0.0;1.64;519.46;-8.024028;-34.920491
Casa Amarela;Rua Engenheiro Domber, 100 - Casa Amarela;Rua Engenheiro Domber;1;0;3864.55;411419.96;106.46;-8.025645;-34.912473
Casa Amarela;Rua Engenheiro Domber, 105 - Casa Amarela;Rua Engenheiro Domber;1;0;2143.05;563063.67;262.74;-8.025955;-34.912632
Casa Amarela;Rua Engenheiro Domber, 121 - Casa Amarela;Rua Engenheiro Domber;1;0;2256.22;500000.0;221.61;-8.02591;-34.912765
Casa Amarela;Rua Engenheiro Domber, 90 - Casa Amarela;Rua Engenheiro Domber;1;0;2816.5;619713.81;220.03;-8.025658;-34.912373
Casa Amarela;Rua Engenheiro Domber, 93 - Casa Amarela;Rua Engenheiro Domber;1;0;2442.54;1134070.29;464.3;-8.026042;-34.912523
Casa Amarela;Rua Estrela Dalva, 2 - Casa Amarela;Rua Estrela Dalva;1;0;1646.24;313329.07;190.33;-8.024584;-34.921294
Casa Amarela;Rua Evaristo Da Veiga, 188 - Casa Amarela;Rua Evaristo Da Veiga;1;0;3122.17;659402.43;211.2;-8.028792;-34.915373
Casa Amarela;Rua Ferreira Lopes, 141 - Casa Amarela;Rua Ferreira Lopes;1;0;6649.7;430900.71;64.8;-8.029831;-34.910576
Casa Amarela;Rua Ferreira Lopes, 282 - Casa Amarela;Rua Ferreira Lopes;1;0;3850.27;1984504.23;515.42;-8.030434;-34.911993
Casa Amarela;Rua Ferreira Lopes, 304 - Casa Amarela;Rua Ferreira Lopes;1;1;6132.98;3980364.51;649.01;-8.030711;-34.912196
Casa Amarela;Rua Ferreira Lopes, 420 - Casa Amarela;Rua Ferreira Lopes;1;0;6141.08;882842.28;143.76;-8.031444;-34.912813
Casa Amarela;Rua Ferreira Lopes, 470 - Casa Amarela;Rua Ferreira Lopes;1;0;5081.81;1010161.28;198.78;-8.031926;-34.912967
Casa Amarela;Rua Guedes Pereira, 100 - Casa Amarela;Rua Guedes Pereira;1;0;6862.35;896428.75;130.63;-8.029889;-34.908609
Casa Amarela;Rua Guedes Pereira, 36 - Casa Amarela;Rua Guedes Pereira;1;1;7671.79;367401.97;47.89;-8.030202;-34.908191
Casa Amarela;Rua Joao Barbalho, 100 - Casa Amarela;Rua Joao Barbalho;1;0;1253.37;182165.04;145.34;-8.030644;-34.916148
Casa Amarela;Rua Joao Barbalho, 136 - Casa Amarela;Rua Joao Barbalho;1;0;18182.78;1245338.26;68.49;-8.031025;-34.916269
Casa Amarela;Rua Joao Barbalho, 74 - Casa Amarela;Rua Joao Barbalho;1;0;2138.58;291189.04;136.16;-8.030438;-34.916062
Casa Amarela;Rua Joao Barbalho, 80 - Casa Amarela;Rua Joao Barbalho;1;0;1888.63;266636.92;141.18;-8.030486;-34.916075
Casa Amarela;Rua Joao Barbalho, 85 - Casa Amarela;Rua Joao Barbalho;1;0;3080.43;1026739.0;333.31;-8.030623;-34.915787
Casa Amarela;Rua Leovigildo Junior, 84 - Casa Amarela;Rua Leovigildo Junior;1;0;2252.63;72084.11;32.0;-8.028136;-34.914082
Casa Amarela;Rua Major Nereu Guerra, 105 - Casa Amarela;Rua Major Nereu Guerra;1;0;2345.01;1051688.26;448.48;-8.026162;-34.914372
Casa Amarela;Rua Major Nereu Guerra, 132 - Casa Amarela;Rua Major Nereu Guerra;1;0;3131.09;755469.07;241.28;-8.02567;-34.914487
Casa Amarela;Rua Major Nereu Guerra, 172 - Casa Amarela;Rua Major Nereu Guerra;1;0;4303.96;654588.78;152.09;-8.025563;-34.914851
Casa Amarela;Rua Major Nereu Guerra, 281 - Casa Amarela;Rua Major Nereu Guerra;1;0;2544.03;875526.8;344.15;-8.025573;-34.915915
Casa Amarela;Rua Major Nereu Guerra, 295 - Casa Amarela;Rua Major Nereu Guerra;1;0;313921.57;36936011.5;117.66;-8.025662;-34.916067
Casa Amarela;Rua Major Nereu Guerra, 340 - Casa Amarela;Rua Major Nereu Guerra;1;0;4624.07;934340.31;202.06;-8.025045;-34.916269
Casa Amarela;Rua Malta, 33 - Casa Amarela;Rua Malta;1;0;1756.56;322591.49;183.65;-8.024599;-34.925702
Casa Amarela;Rua Malta, 58 - Casa Amarela;Rua Malta;1;0;1519.94;223431.9;147.0;-8.024932;-34.925672
Casa Amarela;Rua Olimpio Tavares, 120 - Casa Amarela;Rua Olimpio Tavares;1;0;3583.24;597683.76;166.8;-8.028715;-34.913582
Casa Amarela;Rua Olimpio Tavares, 90 - Casa Amarela;Rua Olimpio Tavares;1;0;4271.73;1278572.22;299.31;-8.028449;-34.913531
Casa Amarela;Rua Padre Lemos, 119 - Casa Amarela;Rua Padre Lemos;1;0;10711.89;504744.27;47.12;-8.025745;-34.917943
Casa Amarela;Rua Padre Lemos, 125 - Casa Amarela;Rua Padre Lemos;1;0;4807.09;504744.27;105.0;-8.025679;-34.917955
Casa Amarela;Rua Paula Batista, 550 - Casa Amarela;Rua Paula Batista;1;0;5571.87;1696132.6;304.41;-8.027281;-34.916659
Casa Amarela;Rua Paula Batista, 657 - Casa Amarela;Rua Paula Batista;1;0;5860.8;1374534.51;234.53;-8.028207;-34.916665
Casa Amarela;Rua Paula Batista, 727 - Casa Amarela;Rua Paula Batista;1;0;2922.68;853423.8;292.0;-8.028781;-34.91694
Casa Amarela;Rua Raimundo Freixeira, 263 - Casa Amarela;Rua Raimundo Freixeira;1;0;4829.39;366454.43;75.88;-8.028347;-34.920095
Casa Amarela;Rua Senador Soares Meireles, 147 - Casa Amarela;Rua Senador Soares Meireles;1;0;2542.92;229651.0;90.31;-8.024623;-34.919393
Casa Amarela;Rua Senador Soares Meireles, 150 - Casa Amarela;Rua Senador Soares Meireles;1;0;3353.07;786329.28;234.51;-8.024681;-34.919706
Casa Amarela;Rua Senador Soares Meireles, 162 - Casa Amarela;Rua Senador Soares Meireles;1;0;2666.23;172771.99;64.8;-8.024344;-34.919664
Casa Amarela;Rua Senador Soares Meireles, 169 - Casa Amarela;Rua Senador Soares Meireles;1;0;4533.99;944611.19;208.34;-8.024703;-34.919534
Casa Amarela;Rua Senador Soares Meireles, 201 - Casa Amarela;Rua Senador Soares Meireles;1;0;1971.92;603408.61;306.0;-8.024869;-34.919815
Casa Amarela;Rua Senador Soares Meireles, 58 - Casa Amarela;Rua Senador Soares Meireles;1;0;4222.06;326661.04;77.37;-8.023892;-34.918879
Casa Amarela;Rua Serido, 62 - Casa Amarela;Rua Serido;1;0;5066.42;149966.16;29.6;-8.028136;-34.914082
Casa Amarela;Rua Taquaritinga, 101 - Casa Amarela;Rua Taquaritinga;1;0;5333.75;565377.53;106.0;-8.024788;-34.916923
Casa Amarela;Rua Taquaritinga, 69 - Casa Amarela;Rua Taquaritinga;1;0;2750.55;795567.94;289.24;-8.024683;-34.917212
Casa Amarela;Rua Taquaritinga, 78 - Casa Amarela;Rua Taquaritinga;1;0;4089.53;1172508.63;286.71;-8.025082;-34.917255
Casa Amarela;Rua Taquaritinga, 92 - Casa Amarela;Rua Taquaritinga;1;0;2763.44;753588.73;272.7;-8.025112;-34.917148
Casa Forte;Rua Irma Maria David, 200 - Casa Forte;Rua Irma Maria David;30;17;8603.97;1192530.1;138.61;-8.031389;-34.920939
Casa Forte;Rua Jaco Velosino, 290 - Casa Forte;Rua Jaco Velosino;27;10;3334.44;113527.48;39.44;-8.034956;-34.918026
Casa Forte;Rua Jaco Velosino, 270 - Casa Forte;Rua Jaco Velosino;25;17;6891.46;430270.92;62.46;-8.035177;-34.918201
Casa Forte;Rua Irma Maria David, 210 - Casa Forte;Rua Irma Maria David;24;8;6857.51;845702.91;123.37;-8.030978;-34.920883
Casa Forte;Rua Marechal Rondon, 120 - Casa Forte;Rua Marechal Rondon;22;8;7270.81;1047394.96;144.02;-8.031843;-34.922513
Casa Forte;Rua Dona Rita De Souza, 119 - Casa Forte;Rua Dona Rita De Souza;21;11;8560.95;2147429.18;250.84;-8.032217;-34.917227
Casa Forte;Praça De Casa Forte, 426 - Casa Forte;Praça De Casa Forte;18;6;9221.71;317788.1;34.55;-8.033919;-34.919724
Casa Forte;Rua Alfredo Fernandes, 278 - Casa Forte;Rua Alfredo Fernandes;17;0;11326.4;461890.08;40.8;-8.035204;-34.915669
Casa Forte;Rua Alfredo Fernandes, 295 - Casa Forte;Rua Alfredo Fernandes;15;7;13189.01;340422.71;25.8;-8.03501;-34.916212
Casa Forte;Avenida Dezessete De Agosto, 1070 - Casa Forte;Avenida Dezessete De Agosto;13;7;8020.92;1636830.19;204.07;-8.037498;-34.918249
Casa Forte;Praça De Casa Forte, 551 - Casa Forte;Praça De Casa Forte;10;6;6888.81;1628722.45;236.43;-8.035532;-34.919226
Casa Forte;Rua Jaco Velosino, 316 - Casa Forte;Rua Jaco Velosino;10;3;7048.65;920951.4;130.59;-8.03473;-34.917879
Casa Forte;Rua Irma Maria David, 154 - Casa Forte;Rua Irma Maria David;9;4;9163.66;1482863.31;161.82;-8.031398;-34.920531
Casa Forte;Rua Jeronimo De Albuquerque, 188 - Casa Forte;Rua Jeronimo De Albuquerque;8;1;6672.26;881605.32;132.13;-8.032251;-34.918279
Casa Forte;Rua Jader De Andrade, 109 - Casa Forte;Rua Jader De Andrade;6;2;4410.46;561029.14;127.16;-8.032694;-34.922052
Casa Forte;Rua Jader De Andrade, 404 - Casa Forte;Rua Jader De Andrade;6;3;8007.9;1000186.57;124.9;-8.030109;-34.920728
Casa Forte;Praça De Casa Forte, 445 - Casa Forte;Praça De Casa Forte;5;3;9325.17;2094385.41;247.47;-8.034628;-34.918728
Casa Forte;Avenida Dezessete De Agosto, 976 - Casa Forte;Avenida Dezessete De Agosto;4;4;9116.4;3661693.32;401.66;-8.037462;-34.91745
Casa Forte;Rua Lemos Torres, 95 - Casa Forte;Rua Lemos Torres;3;3;2582.58;800857.22;310.1;-8.03461;-34.915711
Casa Forte;Rua Silvino Lopes, 125 - Casa Forte;Rua Silvino Lopes;3;1;5903.91;471653.36;79.87;-8.03315;-34.917074
Casa Forte;Rua Comendador Bernardino Costa, 450 - Casa Forte;Rua Comendador Bernardino Costa;2;2;19447.85;844036.72;43.4;-8.030536;-34.920706
Casa Forte;Rua Ernesto Rufino, 25 - Casa Forte;Rua Ernesto Rufino;2;2;4069.98;652417.82;160.3;-8.030773;-34.918539
Casa Forte;Rua Ernesto Rufino, 37 - Casa Forte;Rua Ernesto Rufino;2;2;4873.26;756865.22;155.31;-8.030883;-34.918589
Casa Forte;Rua Jaco Velosino, 251 - Casa Forte;Rua Jaco Velosino;2;0;5546.05;987307.66;178.02;-8.035045;-34.918607
Casa Forte;Rua Jaco Velosino, 93 - Casa Forte;Rua Jaco Velosino;2;2;3416.28;1399854.05;409.76;-8.036279;-34.919285
Casa Forte;Rua Jader De Andrade, 125 - Casa Forte;Rua Jader De Andrade;2;2;4600.48;1770676.62;384.89;-8.03252;-34.92201
Casa Forte;Rua Jader De Andrade, 301 - Casa Forte;Rua Jader De Andrade;2;0;4170.68;1039166.26;249.16;-8.031072;-34.921672
Casa Forte;Rua Jader De Andrade, 322 - Casa Forte;Rua Jader De Andrade;2;1;5339.17;840705.88;157.46;-8.031276;-34.921375
Casa Forte;Rua Jader De Andrade, 344 - Casa Forte;Rua Jader De Andrade;2;2;3403.34;1041831.02;306.12;-8.03078;-34.921189
Casa Forte;Rua Jeronimo De Albuquerque, 128 - Casa Forte;Rua Jeronimo De Albuquerque;2;0;8673.14;733834.56;84.61;-8.03217;-34.917929
Casa Forte;Praça De Casa Forte, 381 - Casa Forte;Praça De Casa Forte;1;1;10436.33;276040.89;26.45;-8.034208;-34.918382
Casa Forte;Praça De Casa Forte, 534 - Casa Forte;Praça De Casa Forte;1;0;10772.27;3679806.66;341.6;-8.034806;-34.920155
Casa Forte;Praça De Casa Forte, 583 - Casa Forte;Praça De Casa Forte;1;0;8736.48;1399670.86;160.21;-8.035706;-34.91937
Casa Forte;Praça De Casa Forte, 611 - Casa Forte;Praça De Casa Forte;1;0;7898.42;2650000.0;335.51;-8.035911;-34.919499
Casa Forte;Rua Alfredo Fernandes, 285 - Casa Forte;Rua Alfredo Fernandes;1;0;4420.75;1294173.5;292.75;-8.035064;-34.916033
Casa Forte;Rua Comendador Bernardino Costa, 103 - Casa Forte;Rua Comendador Bernardino Costa;1;0;6158.89;1477763.91;239.94;-8.030497;-34.920828
Casa Forte;Rua Comendador Bernardino Costa, 117 - Casa Forte;Rua Comendador Bernardino Costa;1;0;4421.92;1335950.11;302.12;-8.030455;-34.920962
Casa Forte;Rua Da Harmonia, 838 - Casa Forte;Rua Da Harmonia;1;0;4619.05;569159.95;123.22;-8.03188;-34.915559
Casa Forte;Rua Dona Rita De Souza, 50 - Casa Forte;Rua Dona Rita De Souza;1;0;4080.83;228607.83;56.02;-8.032289;-34.917353
Casa Forte;Rua Ernesto Rufino, 51 - Casa Forte;Rua Ernesto Rufino;1;1;4673.08;700541.66;149.91;-8.031001;-34.918643
Casa Forte;Rua Ernesto Rufino, 54 - Casa Forte;Rua Ernesto Rufino;1;0;4825.74;781527.98;161.95;-8.030956;-34.918787
Casa Forte;Rua Irma Maria David, 155 - Casa Forte;Rua Irma Maria David;1;0;9169.83;2766904.81;301.74;-8.031944;-34.92115
Casa Forte;Rua Irma Maria David, 98 - Casa Forte;Rua Irma Maria David;1;0;4531.73;1255878.5;277.13;-8.032083;-34.920146
Casa Forte;Rua Jaco Velosino, 101 - Casa Forte;Rua Jaco Velosino;1;1;3595.14;1410877.47;392.44;-8.036189;-34.919222
Casa Forte;Rua Jader De Andrade, 148 - Casa Forte;Rua Jader De Andrade;1;0;4406.72;1095025.18;248.49;-8.032447;-34.921592
Casa Forte;Rua Jader De Andrade, 157 - Casa Forte;Rua Jader De Andrade;1;0;5996.35;824078.39;137.43;-8.032283;-34.921952
Casa Forte;Rua Jader De Andrade, 182 - Casa Forte;Rua Jader De Andrade;1;0;5155.61;883775.17;171.42;-8.032157;-34.921532
Casa Forte;Rua Jader De Andrade, 226 - Casa Forte;Rua Jader De Andrade;1;0;7918.33;1340256.16;169.26;-8.031616;-34.921488
Casa Forte;Rua Jader De Andrade, 43 - Casa Forte;Rua Jader De Andrade;1;0;3943.61;1099004.05;278.68;-8.033292;-34.922155
Casa Forte;Rua Jader De Andrade, 57 - Casa Forte;Rua Jader De Andrade;1;0;3074.66;1194290.77;388.43;-8.033138;-34.922181
Casa Forte;Rua Jeronimo De Albuquerque, 160 - Casa Forte;Rua Jeronimo De Albuquerque;1;0;5389.13;1422731.05;264.0;-8.032083;-34.917885
Casa Forte;Rua Jeronimo De Albuquerque, 86 - Casa Forte;Rua Jeronimo De Albuquerque;1;1;4251.58;234687.01;55.2;-8.031566;-34.91777
Casa Forte;Rua Marechal Rondon, 110 - Casa Forte;Rua Marechal Rondon;1;0;7356.43;1294731.86;176.0;-8.031655;-34.922693
Casa Forte;Rua Marechal Rondon, 288 - Casa Forte;Rua Marechal Rondon;1;0;4015.66;1134062.9;282.41;-8.030616;-34.921807
Casa Forte;Rua Marechal Rondon, 326 - Casa Forte;Rua Marechal Rondon;1;0;3224.18;956548.81;296.68;-8.030292;-34.921671
Casa Forte;Rua Marechal Rondon, 60 - Casa Forte;Rua Marechal Rondon;1;0;8996.29;1533867.37;170.5;-8.031909;-34.923148
Casa Forte;Rua Professora Maria Da Paz Brandao Alves, 75 - Casa Forte;Rua Professora Maria Da Paz Brandao Alves;1;0;4290.72;234273.13;54.6;-8.030776;-34.920125
Casa Forte;Rua Silvino Lopes, 145 - Casa Forte;Rua Silvino Lopes;1;0;2367.68;132589.81;56.0;-8.033309;-34.916921
