endereco_edificio;bairro_padronizado;logradouro_fmt;numero_fmt;total_transacoes;m2_privativo_medio;m2_privativo_mediana;valor_medio_corrigido;valor_min_corrigido;valor_max_corrigido;area_privativa_media;latitude;longitude
Rua Lambari, 98 - Sao Jose;Sao Jose;Rua Lambari;98;1;5830.57;5830.57;355664.47;355664.47;355664.47;61.0;-8.069637;-34.88403
Rua Cachoeira, 448 - Imbiribeira;Imbiribeira;Rua Cachoeira;448;1;2656.39;2656.39;777924.26;777924.26;777924.26;292.85;-8.109867;-34.915509
Rua Cachoeira, 342 - Imbiribeira;Imbiribeira;Rua Cachoeira;342;1;5984.84;5984.84;1611239.36;1611239.36;1611239.36;269.22;-8.108913;-34.91536
Rua Leal De Barros, 414 - Iputinga;Iputinga;Rua Leal De Barros;414;1;1368.68;1368.68;337406.45;337406.45;337406.45;246.52;-8.033314;-34.930658
Rua Lavras Do Sul, 20 - Iputinga;Iputinga;Rua Lavras Do Sul;20;1;2720.11;2720.11;118869.0;118869.0;118869.0;43.7;-8.041301;-34.938172
Rua Lauro Sodre, 154 - Afogados;Afogados;Rua Lauro Sodre;154;1;2229.92;2229.92;272050.41;272050.41;272050.41;122.0;-8.07609;-34.910484
Rua Lauro De Souza, 74 - Campo Grande;Campo Grande;Rua Lauro De Souza;74;1;1561.91;1561.91;390868.18;390868.18;390868.18;250.25;-8.027654;-34.876279
Rua Buenos Aires, 81 - Espinheiro;Espinheiro;Rua Buenos Aires;81;1;3568.75;3568.75;318868.04;318868.04;318868.04;89.35;-8.048531;-34.893725
Rua Buenos Aires, 166 - Espinheiro;Espinheiro;Rua Buenos Aires;166;1;10985.28;10985.28;1940440.0;1940440.0;1940440.0;176.64;-8.047805;-34.894255
Rua Buarque De Macedo, 68 - Santo Amaro;Santo Amaro;Rua Buarque De Macedo;68;1;1646.41;1646.41;80756.63;80756.63;80756.63;49.05;-8.045907;-34.878067
Rua Lauro De Souza, 361 - Campo Grande;Campo Grande;Rua Lauro De Souza;361;1;2005.37;2005.37;203504.83;203504.83;203504.83;101.48;-8.025412;-34.876017
Rua Lauro De Souza, 270 - Campo Grande;Campo Grande;Rua Lauro De Souza;270;1;3480.88;3480.88;417705.08;417705.08;417705.08;120.0;-8.026062;-34.875832
Rua Lauro De Souza, 160 - Campo Grande;Campo Grande;Rua Lauro De Souza;160;1;4955.51;4955.51;585195.9;585195.9;585195.9;118.09;-8.024987;-34.875522
Rua Lauro De Souza, 120 - Campo Grande;Campo Grande;Rua Lauro De Souza;120;1;2036.6;2036.6;257324.87;257324.87;257324.87;126.35;-8.027289;-34.876238
Rua Laurentino Tavares De Carvalho, 145 - Fundao;Fundao;Rua Laurentino Tavares De Carvalho;145;1;3139.52;3139.52;357748.38;357748.38;357748.38;113.95;-8.016542;-34.892729
Rua Laura Campelo, 84 - Torre;Torre;Rua Laura Campelo;84;1;6489.96;6489.96;420549.33;420549.33;420549.33;64.8;-8.045994;-34.911832
Rua Laura Campelo, 108 - Torre;Torre;Rua Laura Campelo;108;1;3080.67;3080.67;170053.12;170053.12;170053.12;55.2;-8.045789;-34.911912
Rua Larga Do Rosario, 75 - Santo Antonio;Santo Antonio;Rua Larga Do Rosario;75;1;1675.63;1675.63;252081.28;252081.28;252081.28;150.44;-8.064514;-34.878101
Rua Larga Do Rosario, 252 - Santo Antonio;Santo Antonio;Rua Larga Do Rosario;252;1;953.26;953.26;1429886.23;1429886.23;1429886.23;1500.0;-8.064953;-34.87804
Rua Leobina Pereira, 108 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leobina Pereira;108;1;2791.82;2791.82;597058.46;597058.46;597058.46;213.86;-8.081367;-34.941041
Rua Leobina Pereira, -1 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leobina Pereira;-1;1;3428.37;3428.37;606032.73;606032.73;606032.73;176.77;-8.08051;-34.94142
Rua Lemos Torres, 119 - Casa Forte;Casa Forte;Rua Lemos Torres;119;1;6137.43;6137.43;1373987.29;1373987.29;1373987.29;223.87;-8.035237;-34.914699
Rua Leao Coroado, 82 - Boa Vista;Boa Vista;Rua Leao Coroado;82;1;2352.03;2352.03;865852.53;865852.53;865852.53;368.13;-8.063726;-34.888101
Rua Leao Coroado, 74 - Boa Vista;Boa Vista;Rua Leao Coroado;74;1;2869.59;2869.59;332872.84;332872.84;332872.84;116.0;-8.063644;-34.888097
Rua Leao Coroado, 39 - Boa Vista;Boa Vista;Rua Leao Coroado;39;1;6097.23;6097.23;1522966.19;1522966.19;1522966.19;249.78;-8.063337;-34.887725
Rua Leao Coroado, 20 - Boa Vista;Boa Vista;Rua Leao Coroado;20;1;1592.8;1592.8;324930.84;324930.84;324930.84;204.0;-8.063139;-34.88805
Rua Leao Coroado, 10 - Boa Vista;Boa Vista;Rua Leao Coroado;10;1;1977.16;1977.16;701732.09;701732.09;701732.09;354.92;-8.063082;-34.888041
Rua Leandro Barreto, 910 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;910;1;6121.15;6121.15;718072.16;718072.16;718072.16;117.31;-8.082148;-34.945668
Rua Leandro Barreto, 647 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;647;1;8259.34;8259.34;627709.57;627709.57;627709.57;76.0;-8.083108;-34.950979
Rua Leandro Barreto, 274 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;274;1;2244.73;2244.73;349280.13;349280.13;349280.13;155.6;-8.083108;-34.950979
Rua Leandro Barreto, 260 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;260;1;5868.0;5868.0;697000.82;697000.82;697000.82;118.78;-8.083108;-34.950979
Rua Leandro Barreto, 215 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;215;1;8996.43;8996.43;863657.19;863657.19;863657.19;96.0;-8.083108;-34.950979
Rua Leandro Barreto, 175 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;175;1;5330.14;5330.14;533013.62;533013.62;533013.62;100.0;-8.083108;-34.950979
Rua Leandro Barreto, 1377 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;1377;1;3271.5;3271.5;164883.58;164883.58;164883.58;50.4;-8.083108;-34.950979
Rua Leandro Barreto, -1 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;-1;1;2712.74;2712.74;539238.96;539238.96;539238.96;198.78;-8.08017;-34.941124
Av Camarao, 205 - Iputinga;Iputinga;Av Camarao;205;1;1329.35;1329.35;686154.99;686154.99;686154.99;516.16;-8.046073;-34.932591
Av Camarao, 200 - Iputinga;Iputinga;Av Camarao;200;1;2235.2;2235.2;447040.37;447040.37;447040.37;200.0;-8.04575;-34.933118
Av Camarao, 185 - Iputinga;Iputinga;Av Camarao;185;1;5464.95;5464.95;546495.12;546495.12;546495.12;100.0;-8.045973;-34.932562
Rua Bruno Maia, 62 - Gracas;Gracas;Rua Bruno Maia;62;1;3793.18;3793.18;434509.25;434509.25;434509.25;114.55;-8.04705;-34.897634
Rua Bruno Maia, 352 - Gracas;Gracas;Rua Bruno Maia;352;1;4213.27;4213.27;324927.64;324927.64;324927.64;77.12;-8.047069;-34.900255
Rua Bruno Veloso, 250 - Boa Viagem;Boa Viagem;Rua Bruno Veloso;250;1;3311.69;3311.69;311894.97;311894.97;311894.97;94.18;-8.121519;-34.898272
Av Capitao Gregorio De Caldas, 322 - Areias;Areias;Av Capitao Gregorio De Caldas;322;1;1812.89;1812.89;388121.26;388121.26;388121.26;214.09;-8.09802;-34.931317
Av Capitao Gregorio De Caldas, 282 - Areias;Areias;Av Capitao Gregorio De Caldas;282;1;2591.26;2591.26;432403.25;432403.25;432403.25;166.87;-8.09777;-34.931062
Av Capitao Gregorio De Caldas, 152 - Areias;Areias;Av Capitao Gregorio De Caldas;152;1;3588.18;3588.18;368398.36;368398.36;368398.36;102.67;-8.096908;-34.930104
Av Capitao Gregorio De Caldas, 112 - Areias;Areias;Av Capitao Gregorio De Caldas;112;1;1910.0;1910.0;953090.29;953090.29;953090.29;499.0;-8.096651;-34.929832
Av Campina Grande, 94 - Cohab   Ibura;Cohab   Ibura;Av Campina Grande;94;1;2059.9;2059.9;76216.24;76216.24;76216.24;37.0;-8.116809;-34.955542
Av Campina Grande, 35 - Cohab;Cohab;Av Campina Grande;35;1;6782.41;6782.41;250949.09;250949.09;250949.09;37.0;-8.116497;-34.955576
Av Campina Grande, 159 - Cohab;Cohab;Av Campina Grande;159;1;2955.55;2955.55;109355.32;109355.32;109355.32;37.0;-8.116497;-34.955576
Rua Leobina Pereira, 347 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leobina Pereira;347;1;4894.13;4894.13;587295.82;587295.82;587295.82;120.0;-8.081587;-34.941135
Rua Leobina Pereira, 24 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leobina Pereira;24;1;2755.73;2755.73;253527.08;253527.08;253527.08;92.0;-8.082379;-34.940646
Rua Leobina Pereira, 181 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leobina Pereira;181;1;3575.58;3575.58;604452.23;604452.23;604452.23;169.05;-8.081099;-34.941586
Rua Leonor Soares Pessoa, 246 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;246;1;4061.33;4061.33;438623.34;438623.34;438623.34;108.0;-8.09867;-34.9147
Rua Leonor Soares Pessoa, 235 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;235;1;2727.03;2727.03;1110582.23;1110582.23;1110582.23;407.25;-8.098492;-34.914271
Rua Leonor Soares Pessoa, 225 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;225;1;2556.45;2556.45;709696.73;709696.73;709696.73;277.61;-8.098334;-34.914235
Rua Leonor Soares Pessoa, 220 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;220;1;2201.06;2201.06;757428.0;757428.0;757428.0;344.12;-8.098244;-34.914605
Rua Leonor Soares Pessoa, 209 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;209;1;16795.17;16795.17;776776.7;776776.7;776776.7;46.25;-8.098228;-34.914213
Rua Leonor Soares Pessoa, 207 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;207;1;7192.38;7192.38;776776.7;776776.7;776776.7;108.0;-8.098124;-34.914193
Rua Leonor Soares Pessoa, 135 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;135;1;4776.45;4776.45;583395.45;583395.45;583395.45;122.14;-8.097363;-34.914018
Rua Leoncio Rodrigues, 70 - Dois Unidos;Dois Unidos;Rua Leoncio Rodrigues;70;1;2052.18;2052.18;287305.8;287305.8;287305.8;140.0;-8.0578;-34.8829
Rua Leonardo Da Vinci, 91 - Imbiribeira;Imbiribeira;Rua Leonardo Da Vinci;91;1;2911.12;2911.12;291374.2;291374.2;291374.2;100.09;-8.116879;-34.916645
Rua Leonardo Da Vinci, 58 - Imbiribeira;Imbiribeira;Rua Leonardo Da Vinci;58;1;5361.29;5361.29;292511.92;292511.92;292511.92;54.56;-8.116279;-34.916321
Rua Leonardo Da Vinci, 51 - Imbiribeira;Imbiribeira;Rua Leonardo Da Vinci;51;1;3121.0;3121.0;452232.95;452232.95;452232.95;144.9;-8.117115;-34.916438
Rua Leonardo Bezerra Cavalcanti, 684 - Parnamirim;Parnamirim;Rua Leonardo Bezerra Cavalcanti;684;1;7428.4;7428.4;3434968.21;3434968.21;3434968.21;462.41;-8.037339;-34.912503
Rua Leonardo Bezerra Cavalcanti, 610 - Parnamirim;Parnamirim;Rua Leonardo Bezerra Cavalcanti;610;1;8735.22;8735.22;3944128.64;3944128.64;3944128.64;451.52;-8.037473;-34.911799
Rua Leon Helmer, 66 - Boa Viagem;Boa Viagem;Rua Leon Helmer;66;1;3014.99;3014.99;265319.27;265319.27;265319.27;88.0;-8.136187;-34.905804
Rua Leobina Pereira, 37 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leobina Pereira;37;1;2891.43;2891.43;844645.08;844645.08;844645.08;292.12;-8.082233;-34.941073
Av Camarao, 73 - Iputinga;Iputinga;Av Camarao;73;1;2316.18;2316.18;871624.63;871624.63;871624.63;376.32;-8.045042;-34.932153
Rua Bonito De Santa Fe, 174 - Casa Amarela;Casa Amarela;Rua Bonito De Santa Fe;174;1;1464.49;1464.49;326494.18;326494.18;326494.18;222.94;-8.022114;-34.924206
Rua Leste, 63 - Encruzilhada;Encruzilhada;Rua Leste;63;1;2370.43;2370.43;440308.0;440308.0;440308.0;185.75;-8.03762;-34.89458
Rua Leste, 2 - Encruzilhada;Encruzilhada;Rua Leste;2;1;2934.72;2934.72;309289.88;309289.88;309289.88;105.39;-8.037528;-34.894776
Rua Leovigildo Junior, 84 - Casa Amarela;Casa Amarela;Rua Leovigildo Junior;84;1;2252.63;2252.63;72084.11;72084.11;72084.11;32.0;-8.028136;-34.914082
Rua Leopolis, 80 - Prado;Prado;Rua Leopolis;80;1;5019.18;5019.18;552109.62;552109.62;552109.62;110.0;-8.060404;-34.920753
Rua Leopolis, 47 - Prado;Prado;Rua Leopolis;47;1;2555.07;2555.07;343426.89;343426.89;343426.89;134.41;-8.060688;-34.920457
Rua Leopolis, 31 - Prado;Prado;Rua Leopolis;31;1;1104.48;1104.48;343426.89;343426.89;343426.89;310.94;-8.060719;-34.920355
Rua Leopolis, 140 - Prado;Prado;Rua Leopolis;140;1;2888.99;2888.99;154445.24;154445.24;154445.24;53.46;-8.060247;-34.920853
Rua Leopoldino Silva, 68 - Santana;Santana;Rua Leopoldino Silva;68;1;3302.73;3302.73;188255.62;188255.62;188255.62;57.0;-8.041003;-34.914607
Rua Leopoldino Silva, 56 - Santana;Santana;Rua Leopoldino Silva;56;1;3346.02;3346.02;270191.11;270191.11;270191.11;80.75;-8.041103;-34.914696
Rua Leopoldino Silva, 36 - Santana;Santana;Rua Leopoldino Silva;36;1;3610.67;3610.67;288853.57;288853.57;288853.57;80.0;-8.041053;-34.914651
Rua Leonor Soares Pessoa, 96 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;96;1;2897.9;2897.9;700827.91;700827.91;700827.91;241.84;-8.09717;-34.914368
Rua Leonor Soares Pessoa, 75 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;75;1;2612.17;2612.17;201137.28;201137.28;201137.28;77.0;-8.096932;-34.913925
Rua Leonor Soares Pessoa, 27 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;27;1;3809.54;3809.54;295620.01;295620.01;295620.01;77.6;-8.09651;-34.913829
Rua Leonor Soares Pessoa, 267 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;267;1;4538.19;4538.19;934912.48;934912.48;934912.48;206.01;-8.097277;-34.914393
Rua Leonor Soares Pessoa, 259 - Imbiribeira;Imbiribeira;Rua Leonor Soares Pessoa;259;1;1782.6;1782.6;641734.99;641734.99;641734.99;360.0;-8.098757;-34.914331
Rua Lidia Da Cruz Cavalcanti, 50 - Afogados;Afogados;Rua Lidia Da Cruz Cavalcanti;50;1;2389.74;2389.74;1726207.68;1726207.68;1726207.68;722.34;-8.078571;-34.909714
Rua Libia Castro Assis, 92 - Boa Viagem;Boa Viagem;Rua Libia Castro Assis;92;1;3975.97;3975.97;1791175.39;1791175.39;1791175.39;450.5;-8.134125;-34.903938
Rua Libia Castro Assis, 76 - Boa Viagem;Boa Viagem;Rua Libia Castro Assis;76;1;4482.43;4482.43;1091201.76;1091201.76;1091201.76;243.44;-8.133996;-34.903907
Rua Levino Ferreira, 155 - Cordeiro;Cordeiro;Rua Levino Ferreira;155;1;1982.76;1982.76;397919.77;397919.77;397919.77;200.69;-8.046296;-34.921791
Rua Braulio Goncalves, 77 - Madalena;Madalena;Rua Braulio Goncalves;77;1;4012.58;4012.58;418351.28;418351.28;418351.28;104.26;-8.052624;-34.90869
Rua Brasitania, 105 - Vasco Da Gama;Vasco Da Gama;Rua Brasitania;105;1;12089.04;12089.04;241780.89;241780.89;241780.89;20.0;-8.019202;-34.922436
Rua Brasilandia, 58 - Zumbi;Zumbi;Rua Brasilandia;58;1;3531.45;3531.45;241445.12;241445.12;241445.12;68.37;-8.053688;-34.918655
Rua Brasilandia, 44 - Zumbi;Zumbi;Rua Brasilandia;44;1;2440.9;2440.9;238329.01;238329.01;238329.01;97.64;-8.053523;-34.918959
Rua Brasilandia, 12 - Zumbi;Zumbi;Rua Brasilandia;12;1;1980.41;1980.41;235609.35;235609.35;235609.35;118.97;-8.053156;-34.919633
Rua Braganca, 59 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Braganca;59;1;2865.8;2865.8;502804.15;502804.15;502804.15;175.45;-8.0813;-34.940739
Rua Braganca, 21 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Braganca;21;1;3762.92;3762.92;341673.05;341673.05;341673.05;90.8;-8.081098;-34.940439
Rua Borrazopolis, 374 - Boa Viagem;Boa Viagem;Rua Borrazopolis;374;1;9477.88;9477.88;521283.52;521283.52;521283.52;55.0;-8.13132;-34.915302
Rua Borrazopolis, 371 - Boa Viagem;Boa Viagem;Rua Borrazopolis;371;1;5765.56;5765.56;657273.36;657273.36;657273.36;114.0;-8.131314;-34.915397
Rua Borba Gato, 33 - Cohab;Cohab;Rua Borba Gato;33;1;3811.89;3811.89;259208.23;259208.23;259208.23;68.0;-8.116497;-34.955576
Rua Bonito De Santa Fe, 38 - Casa Amarela;Casa Amarela;Rua Bonito De Santa Fe;38;1;1894.51;1894.51;322066.23;322066.23;322066.23;170.0;-8.020835;-34.9243
Rua Bonito De Santa Fe, 175 - Casa Amarela;Casa Amarela;Rua Bonito De Santa Fe;175;1;1715.1;1715.1;686179.19;686179.19;686179.19;400.08;-8.022144;-34.923949
Rua Loanda, 109 - Vasco Da Gama;Vasco Da Gama;Rua Loanda;109;1;2034.52;2034.52;292278.59;292278.59;292278.59;143.66;-8.018181;-34.920641
Rua Lizarda, 8 - Ibura;Ibura;Rua Lizarda;8;1;2480.31;2480.31;99212.27;99212.27;99212.27;40.0;-8.124098;-34.927759
Rua Bonito De Santa Fe, 167 - Casa Amarela;Casa Amarela;Rua Bonito De Santa Fe;167;1;2282.45;2282.45;457335.13;457335.13;457335.13;200.37;-8.022076;-34.923952
Rua Bonifacio De Andrade, 157 - San Martin;San Martin;Rua Bonifacio De Andrade;157;1;4105.82;4105.82;292744.96;292744.96;292744.96;71.3;-8.068032;-34.92669
Rua Bomba Do Hemeterio, 743 - Bomba Do Hemeterio;Bomba Do Hemeterio;Rua Bomba Do Hemeterio;743;1;13773.16;13773.16;661111.61;661111.61;661111.61;48.0;-8.024206;-34.899204
Rua Bomba Do Hemeterio, 700 - Bomba Do Hemeterio;Bomba Do Hemeterio;Rua Bomba Do Hemeterio;700;1;6268.23;6268.23;3745771.17;3745771.17;3745771.17;597.58;-8.024206;-34.899204
Rua Bom Pastor, 634 - Iputinga;Iputinga;Rua Bom Pastor;634;1;2160.1;2160.1;766057.61;766057.61;766057.61;354.64;-8.046119;-34.940477
Rua Bom Pastor, 561 - Iputinga;Iputinga;Rua Bom Pastor;561;1;9897.28;9897.28;880857.66;880857.66;880857.66;89.0;-8.0456;-34.939885
Rua Bom Pastor, 558 - Iputinga;Iputinga;Rua Bom Pastor;558;1;2433.57;2433.57;591357.66;591357.66;591357.66;243.0;-8.04552;-34.940262
Rua Lindolfo Color, 34 - Engenho Do Meio;Engenho Do Meio;Rua Lindolfo Color;34;1;7391.27;7391.27;273476.88;273476.88;273476.88;37.0;-8.052533;-34.93987
Rua Lindolfo Color, 234 - Engenho Do Meio;Engenho Do Meio;Rua Lindolfo Color;234;1;2661.95;2661.95;523872.02;523872.02;523872.02;196.8;-8.05212;-34.941707
Rua Lindolfo Color, 154 - Engenho Do Meio;Engenho Do Meio;Rua Lindolfo Color;154;1;3956.17;3956.17;684418.08;684418.08;684418.08;173.0;-8.052276;-34.94088
Rua Lindolfo Color, 150 - Engenho Do Meio;Engenho Do Meio;Rua Lindolfo Color;150;1;3679.71;3679.71;308984.84;308984.84;308984.84;83.97;-8.052346;-34.940664
Rua Lindolfo Color, 138 - Engenho Do Meio;Engenho Do Meio;Rua Lindolfo Color;138;1;4023.35;4023.35;1436335.7;1436335.7;1436335.7;357.0;-8.052374;-34.940532
Rua Lindolfo Color, 116 - Engenho Do Meio;Engenho Do Meio;Rua Lindolfo Color;116;1;4050.73;4050.73;952325.54;952325.54;952325.54;235.1;-8.052437;-34.940266
Rua Lidia Guimaraes, 63 - Afogados;Afogados;Rua Lidia Guimaraes;63;1;2862.15;2862.15;562926.9;562926.9;562926.9;196.68;-8.075296;-34.915012
Rua Luis Soares, 54 - Tejipio;Tejipio;Rua Luis Soares;54;1;2813.92;2813.92;825689.83;825689.83;825689.83;293.43;-8.091579;-34.947987
Rua Lourenco De Sa, 165 - Sao Jose;Sao Jose;Rua Lourenco De Sa;165;1;1545.19;1545.19;6273482.31;6273482.31;6273482.31;4060.0;-8.071557;-34.883683
Rua Lourenco Da Silva, 200 - Sao Jose;Sao Jose;Rua Lourenco Da Silva;200;1;5424.66;5424.66;9460606.61;9460606.61;9460606.61;1744.0;-8.073844;-34.89314
Rua Lourdinha Bittencourt, 64 - Casa Amarela;Casa Amarela;Rua Lourdinha Bittencourt;64;1;3863.74;3863.74;1741618.53;1741618.53;1741618.53;450.76;-8.02985;-34.91173
Rua Louis Pasteur, 90 - Imbiribeira;Imbiribeira;Rua Louis Pasteur;90;1;4938.34;4938.34;395066.96;395066.96;395066.96;80.0;-8.117487;-34.917543
Rua Louis Pasteur, 58 - Imbiribeira;Imbiribeira;Rua Louis Pasteur;58;1;5168.34;5168.34;558800.46;558800.46;558800.46;108.12;-8.117322;-34.917352
Rua Louis Pasteur, 35 - Imbiribeira;Imbiribeira;Rua Louis Pasteur;35;1;2895.23;2895.23;382430.5;382430.5;382430.5;132.09;-8.117392;-34.917039
Rua Lorena, 93 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Lorena;93;1;5060.43;5060.43;354229.99;354229.99;354229.99;70.0;-8.082307;-34.94126
Rua Lorena, 679 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Lorena;679;1;3798.4;3798.4;480497.64;480497.64;480497.64;126.5;-8.082307;-34.94126
Rua Lopes De Carvalho, 67 - Madalena;Madalena;Rua Lopes De Carvalho;67;1;4518.14;4518.14;1042650.4;1042650.4;1042650.4;230.77;-8.05489;-34.906151
Rua Lopes De Carvalho, 233 - Madalena;Madalena;Rua Lopes De Carvalho;233;1;3126.22;3126.22;1354435.23;1354435.23;1354435.23;433.25;-8.055127;-34.907626
Rua Lopes De Carvalho, 219 - Madalena;Madalena;Rua Lopes De Carvalho;219;1;2921.93;2921.93;161290.76;161290.76;161290.76;55.2;-8.055059;-34.907514
Rua Lopes De Carvalho, 206 - Madalena;Madalena;Rua Lopes De Carvalho;206;1;3080.58;3080.58;618579.77;618579.77;618579.77;200.8;-8.054609;-34.907444
Rua Lopes De Carvalho, 180 - Madalena;Madalena;Rua Lopes De Carvalho;180;1;3489.3;3489.3;610733.0;610733.0;610733.0;175.03;-8.054586;-34.907237
Rua Lopes De Carvalho, 174 - Madalena;Madalena;Rua Lopes De Carvalho;174;1;5775.61;5775.61;1089395.24;1089395.24;1089395.24;188.62;-8.054584;-34.907181
Rua Londrina, 51 - Afogados;Afogados;Rua Londrina;51;1;1753.73;1753.73;164850.61;164850.61;164850.61;94.0;-8.079328;-34.910935
Rua Luiz Barbalho, 235 - Boa Vista;Boa Vista;Rua Luiz Barbalho;235;1;3917.91;3917.91;311512.63;311512.63;311512.63;79.51;-8.05764;-34.897111
Rua Luiz Avelino De Andrade, 210 - Campo Grande;Campo Grande;Rua Luiz Avelino De Andrade;210;1;2545.68;2545.68;317115.22;317115.22;317115.22;124.57;-8.027153;-34.880396
Rua Bom Pastor, 410 - Iputinga;Iputinga;Rua Bom Pastor;410;1;6320.97;6320.97;859652.29;859652.29;859652.29;136.0;-8.044406;-34.939897
Rua Bom Pastor, 385 - Iputinga;Iputinga;Rua Bom Pastor;385;1;4717.44;4717.44;430702.04;430702.04;430702.04;91.3;-8.044101;-34.939355
Rua Bom Pastor, 268 - Iputinga;Iputinga;Rua Bom Pastor;268;1;4634.75;4634.75;1064509.16;1064509.16;1064509.16;229.68;-8.042929;-34.939555
Rua Bom Pastor, 136 - Iputinga;Iputinga;Rua Bom Pastor;136;1;4595.23;4595.23;966376.52;966376.52;966376.52;210.3;-8.041898;-34.939062
Rua Bom Pastor, 114 - Iputinga;Iputinga;Rua Bom Pastor;114;1;4708.05;4708.05;1165382.76;1165382.76;1165382.76;247.53;-8.041725;-34.939007
Rua Bom Pastor, 100 - Iputinga;Iputinga;Rua Bom Pastor;100;1;3208.31;3208.31;1013954.72;1013954.72;1013954.72;316.04;-8.041584;-34.938962
Rua Bom Jardim, 562 - Mangueira;Mangueira;Rua Bom Jardim;562;1;2933.35;2933.35;413308.88;413308.88;413308.88;140.9;-8.076397;-34.923193
Rua Bom Jardim, 368 - Mangueira;Mangueira;Rua Bom Jardim;368;1;2904.47;2904.47;376826.22;376826.22;376826.22;129.74;-8.078128;-34.922812
Rua Bom Conselho, 85 - Arruda;Arruda;Rua Bom Conselho;85;1;2411.44;2411.44;260146.39;260146.39;260146.39;107.88;-8.025247;-34.891398
Rua Bom Conselho, 75 - Arruda;Arruda;Rua Bom Conselho;75;1;2314.25;2314.25;209116.08;209116.08;209116.08;90.36;-8.025247;-34.891398
Rua Luiz Avelino De Andrade, 193 - Campo Grande;Campo Grande;Rua Luiz Avelino De Andrade;193;1;1061.91;1061.91;200000.0;200000.0;200000.0;188.34;-8.026852;-34.880568
Rua Luiz Avelino De Andrade, 160 - Campo Grande;Campo Grande;Rua Luiz Avelino De Andrade;160;1;2115.74;2115.74;539302.94;539302.94;539302.94;254.9;-8.027289;-34.880729
Rua Luiz Avelino De Andrade, 154 - Campo Grande;Campo Grande;Rua Luiz Avelino De Andrade;154;1;2693.54;2693.54;396488.76;396488.76;396488.76;147.2;-8.027287;-34.880835
Rua Luis Soares, 75 - Tejipio;Tejipio;Rua Luis Soares;75;1;3518.34;3518.34;788953.19;788953.19;788953.19;224.24;-8.09129;-34.94843
Rua Bom Conselho, 363 - Arruda;Arruda;Rua Bom Conselho;363;1;4745.12;4745.12;431805.6;431805.6;431805.6;91.0;-8.025247;-34.891398
Rua Bom Conselho, 285 - Arruda;Arruda;Rua Bom Conselho;285;1;2570.96;2570.96;352350.25;352350.25;352350.25;137.05;-8.025247;-34.891398
Rua Bom Conselho, 271 - Arruda;Arruda;Rua Bom Conselho;271;1;2518.81;2518.81;390390.81;390390.81;390390.81;154.99;-8.025247;-34.891398
Rua Bom Conselho, 232 - Arruda;Arruda;Rua Bom Conselho;232;1;5561.89;5561.89;244000.0;244000.0;244000.0;43.87;-8.025247;-34.891398
Rua Bom Conselho, 164 - Arruda;Arruda;Rua Bom Conselho;164;1;6852.4;6852.4;509886.93;509886.93;509886.93;74.41;-8.025247;-34.891398
Rua Bolivar, 362 - Arruda;Arruda;Rua Bolivar;362;1;3155.58;3155.58;365953.13;365953.13;365953.13;115.97;-8.025247;-34.891398
Rua Bolivar, 356 - Arruda;Arruda;Rua Bolivar;356;1;3882.79;3882.79;365953.13;365953.13;365953.13;94.25;-8.025247;-34.891398
